"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Kentucky","Boone",2021,244,225,19,0,0,0,0,90,49,39,0,0,244,0,0
"Kentucky","Boyd",2021,360,294,65,1,0,0,0,102,58,37,0,11,132,217,0
"Kentucky","Bullitt",2021,237,212,24,1,0,0,0,143,51,37,0,0,237,0,0
"Kentucky","Campbell",2021,362,288,73,1,0,0,0,101,60,38,0,4,154,204,0
"Kentucky","Carter",2021,279,262,17,0,0,0,0,84,48,34,0,0,223,54,2
"Kentucky","Christian",2021,365,261,104,0,0,0,0,99,63,42,0,0,118,247,0
"Kentucky","Daviess",2021,363,264,99,0,0,0,0,99,65,41,0,1,146,216,0
"Kentucky","Edmonson",2021,364,342,22,0,0,0,0,74,48,35,3,0,354,7,0
"Kentucky","Fayette",2021,363,281,81,1,0,0,0,108,62,38,0,20,112,230,1
"Kentucky","Greenup",2021,231,227,4,0,0,0,0,54,46,34,0,0,231,0,0
"Kentucky","Hancock",2021,241,220,21,0,0,0,0,90,49,38,0,0,241,0,0
"Kentucky","Hardin",2021,364,296,67,1,0,0,0,101,58,38,0,0,181,183,0
"Kentucky","Jefferson",2021,365,225,134,6,0,0,0,126,71,45,0,8,142,215,0
"Kentucky","Jessamine",2021,227,211,15,1,0,0,0,101,49,38,0,0,227,0,0
"Kentucky","Livingston",2021,243,225,18,0,0,0,0,93,48,39,0,0,243,0,0
"Kentucky","McCracken",2021,364,278,84,2,0,0,0,109,60,39,0,1,142,221,0
"Kentucky","Morgan",2021,352,338,14,0,0,0,0,71,47,35,0,0,352,0,0
"Kentucky","Oldham",2021,244,216,27,1,0,0,0,105,54,39,0,0,244,0,0
"Kentucky","Perry",2021,365,309,56,0,0,0,0,92,55,36,0,0,132,233,0
"Kentucky","Pike",2021,365,321,43,0,1,0,0,161,52,35,0,0,144,221,0
"Kentucky","Pulaski",2021,361,294,66,1,0,0,0,101,58,39,0,0,147,214,0
"Kentucky","Simpson",2021,243,222,21,0,0,0,0,90,50,37,0,0,243,0,0
"Kentucky","Trigg",2021,345,330,15,0,0,0,0,74,48,35,0,0,345,0,0
"Kentucky","Warren",2021,363,283,78,2,0,0,0,117,60,38,0,0,134,229,0
"Kentucky","Washington",2021,362,342,20,0,0,0,0,87,47,36,0,0,362,0,0
"Louisiana","Ascension",2021,356,338,16,1,1,0,0,159,45,31,0,10,346,0,0
"Louisiana","Bossier",2021,365,268,97,0,0,0,0,87,61,41,0,0,131,227,7
"Louisiana","Caddo",2021,362,321,41,0,0,0,0,93,52,36,0,0,293,69,0
"Louisiana","Calcasieu",2021,365,260,104,0,1,0,0,156,61,43,0,2,150,213,0
"Louisiana","East Baton Rouge",2021,365,299,63,2,1,0,0,159,56,38,0,2,172,191,0
"Louisiana","Iberville",2021,365,316,46,3,0,0,0,129,54,38,0,0,332,33,0
"Louisiana","Jefferson",2021,355,324,29,2,0,0,0,105,49,36,0,1,235,119,0
"Louisiana","Lafayette",2021,365,302,63,0,0,0,0,87,55,37,0,0,211,153,1
"Louisiana","Lafourche",2021,347,280,67,0,0,0,0,84,54,38,0,0,165,182,0
"Louisiana","Livingston",2021,348,267,80,1,0,0,0,133,58,41,0,6,133,209,0
"Louisiana","Orleans",2021,357,343,14,0,0,0,0,65,42,27,2,107,0,235,13
"Louisiana","Ouachita",2021,349,330,19,0,0,0,0,87,46,34,0,0,309,40,0
"Louisiana","Pointe Coupee",2021,365,353,12,0,0,0,0,100,44,32,0,0,365,0,0
"Louisiana","Rapides",2021,122,111,11,0,0,0,0,62,46,28,0,0,0,122,0
"Louisiana","St. Bernard",2021,359,286,73,0,0,0,0,80,56,41,0,0,176,179,4
"Louisiana","St. James",2021,330,326,4,0,0,0,0,58,41,28,0,0,330,0,0
"Louisiana","St. John the Baptist",2021,336,327,8,1,0,0,0,108,45,31,0,0,336,0,0
"Louisiana","St. Martin",2021,360,347,13,0,0,0,0,87,47,34,0,0,360,0,0
"Louisiana","St. Tammany",2021,352,324,28,0,0,0,0,71,46,33,0,0,231,121,0
"Louisiana","Tangipahoa",2021,110,95,15,0,0,0,0,60,53,29,0,0,0,110,0
"Louisiana","Terrebonne",2021,110,102,8,0,0,0,0,60,48,26,0,0,0,110,0
"Louisiana","West Baton Rouge",2021,365,305,57,3,0,0,0,150,54,38,0,1,168,196,0
"Maine","Androscoggin",2021,356,332,24,0,0,0,0,94,46,30,0,0,163,189,4
"Maine","Aroostook",2021,365,341,22,1,1,0,0,174,47,33,0,0,254,101,10
"Maine","Cumberland",2021,365,338,24,3,0,0,0,129,48,35,0,10,309,42,4
"Maine","Hancock",2021,365,336,26,3,0,0,0,133,49,36,1,0,348,16,0
"Maine","Kennebec",2021,244,234,9,1,0,0,0,125,44,33,0,0,211,31,2
"Maine","Knox",2021,211,192,17,2,0,0,0,119,50,35,0,0,211,0,0
"Maine","Oxford",2021,360,335,24,1,0,0,0,113,46,32,0,0,207,153,0
"Maine","Penobscot",2021,361,336,25,0,0,0,0,100,47,30,0,0,205,151,5
"Maine","Washington",2021,357,348,9,0,0,0,0,90,44,33,0,0,356,1,0
"Maine","York",2021,240,217,20,3,0,0,0,129,50,37,0,0,240,0,0
"Maryland","Anne Arundel",2021,262,222,39,1,0,0,0,101,64,38,0,0,240,0,22
"Maryland","Baltimore",2021,365,274,81,10,0,0,0,140,71,43,0,17,238,110,0
"Maryland","Baltimore (City)",2021,364,302,62,0,0,0,0,93,57,38,0,73,132,159,0
"Maryland","Calvert",2021,223,205,17,1,0,0,0,105,49,39,0,0,223,0,0
"Maryland","Carroll",2021,243,208,34,1,0,0,0,112,54,41,0,0,243,0,0
"Maryland","Cecil",2021,358,283,71,4,0,0,0,118,61,40,0,0,203,155,0
"Maryland","Charles",2021,242,215,26,1,0,0,0,105,51,38,0,0,242,0,0
"Maryland","Dorchester",2021,365,318,46,1,0,0,0,105,54,39,0,0,309,56,0
"Maryland","Frederick",2021,244,207,36,1,0,0,0,126,58,41,0,0,244,0,0
"Maryland","Garrett",2021,365,330,35,0,0,0,0,91,50,36,0,0,328,37,0
"Maryland","Harford",2021,357,268,80,9,0,0,0,122,71,42,0,0,213,144,0
"Maryland","Howard",2021,365,334,31,0,0,0,0,81,48,31,0,186,0,179,0
"Maryland","Kent",2021,357,308,48,1,0,0,0,108,54,37,0,0,231,126,0
"Maryland","Montgomery",2021,361,296,62,3,0,0,0,119,58,39,0,0,223,138,0
"Maryland","Prince George's",2021,365,302,58,5,0,0,0,129,64,39,0,7,319,39,0
"Maryland","Washington",2021,360,284,75,1,0,0,0,115,61,40,0,0,202,158,0
"Massachusetts","Barnstable",2021,356,330,23,3,0,0,0,126,47,36,0,0,354,2,0
"Massachusetts","Berkshire",2021,365,302,62,1,0,0,0,103,55,37,0,0,187,178,0
"Massachusetts","Bristol",2021,365,324,39,2,0,0,0,147,51,38,0,0,296,69,0
"Massachusetts","Dukes",2021,354,334,20,0,0,0,0,100,48,36,0,0,353,1,0
"Massachusetts","Essex",2021,365,324,40,1,0,0,0,129,51,35,0,1,278,86,0
"Massachusetts","Franklin",2021,365,297,68,0,0,0,0,98,55,36,0,0,171,194,0
"Massachusetts","Hampden",2021,365,287,76,2,0,0,0,116,58,39,0,7,174,184,0
"Massachusetts","Hampshire",2021,352,326,26,0,0,0,0,95,47,33,0,1,259,91,1
"Massachusetts","Middlesex",2021,365,338,25,1,1,0,0,153,49,33,0,17,235,113,0
"Massachusetts","Norfolk",2021,365,320,42,3,0,0,0,133,53,35,0,4,275,86,0
"Massachusetts","Plymouth",2021,365,310,53,2,0,0,0,112,53,37,0,0,235,130,0
"Massachusetts","Suffolk",2021,365,305,57,3,0,0,0,145,56,36,0,41,138,186,0
"Massachusetts","Worcester",2021,365,304,58,3,0,0,0,125,54,39,0,10,195,159,1
"Michigan","Allegan",2021,361,281,71,9,0,0,0,136,62,38,0,0,209,152,0
"Michigan","Bay",2021,363,328,35,0,0,0,0,84,50,21,0,0,0,363,0
"Michigan","Benzie",2021,251,222,29,0,0,0,0,100,51,36,0,0,251,0,0
"Michigan","Berrien",2021,250,209,38,3,0,0,0,129,67,40,0,0,250,0,0
"Michigan","Cass",2021,265,235,29,1,0,0,0,112,54,40,0,0,265,0,0
"Michigan","Clinton",2021,239,217,22,0,0,0,0,100,50,37,0,0,239,0,0
"Michigan","Genesee",2021,365,291,71,3,0,0,0,119,57,39,0,0,208,157,0
"Michigan","Huron",2021,246,221,23,2,0,0,0,101,51,37,0,0,246,0,0
"Michigan","Ingham",2021,363,259,104,0,0,0,0,97,64,40,0,4,182,177,0
"Michigan","Kalamazoo",2021,349,233,116,0,0,0,0,100,66,42,0,0,137,212,0
"Michigan","Kent",2021,365,236,126,3,0,0,0,143,68,42,0,7,180,178,0
"Michigan","Keweenaw",2021,51,50,1,0,0,0,0,54,21,8,0,0,0,51,0
"Michigan","Lenawee",2021,322,246,76,0,0,0,0,93,61,40,0,0,171,151,0
"Michigan","Macomb",2021,365,241,121,3,0,0,0,115,67,43,0,0,181,184,0
"Michigan","Manistee",2021,269,221,45,3,0,0,0,115,58,38,0,0,244,25,0
"Michigan","Mason",2021,243,206,34,3,0,0,0,115,54,38,0,0,243,0,0
"Michigan","Missaukee",2021,355,283,72,0,0,0,0,90,58,39,0,0,207,148,0
"Michigan","Monroe",2021,61,57,4,0,0,0,0,77,45,19,0,0,0,0,61
"Michigan","Muskegon",2021,265,209,48,8,0,0,0,129,71,40,0,0,265,0,0
"Michigan","Oakland",2021,296,244,51,1,0,0,0,101,61,38,0,0,249,47,0
"Michigan","Ottawa",2021,365,234,127,4,0,0,0,108,67,44,0,0,164,201,0
"Michigan","Schoolcraft",2021,359,313,43,3,0,0,0,112,55,35,0,0,221,138,0
"Michigan","St. Clair",2021,365,254,104,7,0,0,0,140,67,40,0,0,177,188,0
"Michigan","Tuscola",2021,353,327,25,1,0,0,0,101,48,34,0,0,353,0,0
"Michigan","Washtenaw",2021,365,278,87,0,0,0,0,100,61,40,0,0,228,137,0
"Michigan","Wayne",2021,365,154,207,4,0,0,0,118,82,53,0,11,75,277,2
"Michigan","Wexford",2021,360,334,25,1,0,0,0,105,47,34,0,0,360,0,0
"Minnesota","Anoka",2021,365,280,78,5,2,0,0,159,66,39,0,13,255,95,2
"Minnesota","Becker",2021,357,252,94,6,5,0,0,191,69,43,0,0,64,293,0
"Minnesota","Beltrami",2021,341,298,34,5,3,1,0,259,56,22,0,0,0,341,0
"Minnesota","Carlton",2021,365,329,32,4,0,0,0,143,50,31,0,0,200,165,0
"Minnesota","Cass",2021,352,241,99,7,4,1,0,251,65,44,0,0,0,352,0
"Minnesota","Cook",2021,328,313,11,3,1,0,0,153,27,7,0,0,0,328,0
"Minnesota","Crow Wing",2021,357,305,47,2,2,1,0,222,61,33,0,0,195,162,0
"Minnesota","Dakota",2021,365,303,59,1,2,0,0,155,58,30,0,50,0,315,0
"Minnesota","Goodhue",2021,216,193,23,0,0,0,0,90,58,39,0,0,216,0,0
"Minnesota","Hennepin",2021,365,263,99,0,3,0,0,155,64,39,0,28,116,164,57
"Minnesota","Lake",2021,362,327,31,3,1,0,0,158,50,29,0,0,198,164,0
"Minnesota","Lyon",2021,359,289,65,3,2,0,0,177,61,38,0,0,194,165,0
"Minnesota","Mille Lacs",2021,245,232,13,0,0,0,0,71,47,36,0,0,245,0,0
"Minnesota","Olmsted",2021,361,301,58,2,0,0,0,125,58,36,0,0,222,139,0
"Minnesota","Ramsey",2021,365,295,67,3,0,0,0,148,61,30,0,0,0,308,57
"Minnesota","Saint Louis",2021,365,308,48,7,2,0,0,157,60,35,0,2,257,92,14
"Minnesota","Scott",2021,351,291,60,0,0,0,0,98,61,37,0,0,260,91,0
"Minnesota","Stearns",2021,362,289,67,3,2,1,0,228,63,36,0,0,171,191,0
"Minnesota","Washington",2021,227,205,21,1,0,0,0,119,49,35,0,0,227,0,0
"Minnesota","Winona",2021,51,46,5,0,0,0,0,74,41,16,0,0,0,51,0
"Minnesota","Wright",2021,357,267,85,3,2,0,0,182,70,39,0,0,186,171,0
"Mississippi","Bolivar",2021,360,294,66,0,0,0,0,90,54,38,0,0,160,200,0
"Mississippi","DeSoto",2021,364,289,74,1,0,0,0,136,58,38,0,0,144,220,0
"Mississippi","Forrest",2021,363,281,82,0,0,0,0,92,55,38,0,0,0,363,0
"Mississippi","Hancock",2021,360,289,71,0,0,0,0,97,55,37,0,0,124,236,0
"Mississippi","Harrison",2021,359,303,56,0,0,0,0,85,53,38,0,0,139,220,0
"Mississippi","Hinds",2021,365,260,105,0,0,0,0,87,59,43,0,0,95,270,0
"Mississippi","Jackson",2021,359,309,50,0,0,0,0,84,52,38,0,0,184,175,0
"Mississippi","Lauderdale",2021,245,244,1,0,0,0,0,54,42,31,0,0,245,0,0
"Mississippi","Lee",2021,242,232,10,0,0,0,0,64,46,36,0,0,242,0,0
"Mississippi","Yalobusha",2021,359,354,5,0,0,0,0,61,44,31,0,0,359,0,0
"Missouri","Andrew",2021,245,225,20,0,0,0,0,90,50,39,0,0,245,0,0
"Missouri","Boone",2021,245,233,12,0,0,0,0,77,47,37,0,0,245,0,0
"Missouri","Buchanan",2021,365,292,70,3,0,0,0,109,55,34,0,0,0,241,124
"Missouri","Callaway",2021,245,229,16,0,0,0,0,80,47,39,0,0,245,0,0
"Missouri","Cass",2021,365,310,54,1,0,0,0,108,56,37,0,0,201,164,0
"Missouri","Cedar",2021,350,295,55,0,0,0,0,86,54,38,0,0,189,161,0
"Missouri","Clay",2021,350,293,53,4,0,0,0,129,63,39,0,0,233,117,0
"Missouri","Clinton",2021,245,221,24,0,0,0,0,97,50,38,0,0,245,0,0
"Missouri","Greene",2021,365,327,38,0,0,0,0,84,51,35,0,0,215,105,45
"Missouri","Jackson",2021,365,227,133,5,0,0,0,147,65,45,0,25,0,258,82
"Missouri","Jasper",2021,360,298,62,0,0,0,0,93,58,38,0,0,218,0,142
"Missouri","Jefferson",2021,365,293,67,4,1,0,0,161,58,39,0,0,185,163,17
"Missouri","Lincoln",2021,244,225,19,0,0,0,0,93,49,39,0,0,244,0,0
"Missouri","Monroe",2021,365,359,6,0,0,0,0,71,44,32,0,0,363,0,2
"Missouri","Perry",2021,244,213,29,2,0,0,0,122,51,39,0,0,244,0,0
"Missouri","Saint Charles",2021,245,209,34,2,0,0,0,119,54,41,0,0,245,0,0
"Missouri","Saint Louis",2021,365,300,62,3,0,0,0,126,57,39,0,36,201,128,0
"Missouri","Sainte Genevieve",2021,245,227,18,0,0,0,0,100,48,39,0,0,245,0,0
"Missouri","St. Louis City",2021,365,208,150,6,1,0,0,187,69,47,0,7,101,232,25
"Missouri","Stoddard",2021,39,39,0,0,0,0,0,48,43,18,0,0,0,39,0
"Missouri","Taney",2021,47,45,2,0,0,0,0,62,40,16,0,0,0,47,0
"Montana","Cascade",2021,365,316,38,9,2,0,0,157,57,20,0,0,0,365,0
"Montana","Fergus",2021,365,305,45,14,1,0,0,155,75,40,0,0,316,48,1
"Montana","Flathead",2021,365,295,61,8,1,0,0,154,64,37,0,0,216,92,57
"Montana","Gallatin",2021,365,286,64,14,1,0,0,156,75,31,2,6,0,357,0
"Montana","Lake",2021,50,50,0,0,0,0,0,22,12,5,0,0,0,50,0
"Montana","Lewis and Clark",2021,365,278,70,14,3,0,0,155,74,43,0,0,258,107,0
"Montana","Lincoln",2021,365,190,158,11,6,0,0,170,76,49,0,0,0,360,5
"Montana","Missoula",2021,365,183,152,24,6,0,0,159,93,50,0,0,118,247,0
"Montana","Phillips",2021,361,312,44,5,0,0,0,146,62,35,0,0,288,65,8
"Montana","Powder River",2021,358,251,92,11,4,0,0,169,77,41,0,1,237,87,33
"Montana","Powell",2021,49,49,0,0,0,0,0,22,12,5,0,0,0,49,0
"Montana","Ravalli",2021,358,296,39,18,5,0,0,157,72,21,0,0,0,358,0
"Montana","Richland",2021,351,290,57,4,0,0,0,147,67,38,0,0,299,49,3
"Montana","Roosevelt",2021,38,38,0,0,0,0,0,19,17,9,0,0,0,38,0
"Montana","Rosebud",2021,292,211,68,11,2,0,0,154,78,41,0,0,201,84,7
"Montana","Sanders",2021,352,278,54,8,12,0,0,190,82,32,0,0,0,327,25
"Montana","Sheridan",2021,51,51,0,0,0,0,0,34,19,11,0,0,0,51,0
"Montana","Silver Bow",2021,365,292,53,14,6,0,0,160,77,25,0,0,0,292,73
"Montana","Yellowstone",2021,340,255,75,9,1,0,0,163,66,30,0,0,0,340,0
"Nebraska","Cass",2021,351,345,6,0,0,0,0,64,37,19,0,0,0,0,351
"Nebraska","Douglas",2021,365,281,79,5,0,0,0,150,61,38,0,0,231,113,21
"Nebraska","Gage",2021,184,107,76,1,0,0,0,115,62,47,0,0,0,184,0
"Nebraska","Hall",2021,357,313,42,2,0,0,0,134,52,26,0,0,0,357,0
"Nebraska","Knox",2021,358,317,36,5,0,0,0,112,54,37,0,0,358,0,0
"Nebraska","Lancaster",2021,276,257,19,0,0,0,0,84,49,35,0,0,217,59,0
"Nebraska","Sarpy",2021,336,281,53,2,0,0,0,120,56,31,0,0,0,336,0
"Nebraska","Scotts Bluff",2021,332,315,17,0,0,0,0,80,42,15,0,0,0,332,0
"Nebraska","Thomas",2021,48,48,0,0,0,0,0,48,25,9,0,0,0,48,0
"Nebraska","Washington",2021,109,95,13,1,0,0,0,125,54,28,0,0,0,109,0
"Nevada","Carson City",2021,365,281,56,9,13,6,0,277,82,41,0,0,290,75,0
"Nevada","Churchill",2021,362,271,81,9,1,0,0,159,74,44,0,0,362,0,0
"Nevada","Clark",2021,365,119,212,31,3,0,0,174,100,59,0,6,243,91,25
"Nevada","Douglas",2021,365,297,35,7,22,4,0,254,89,18,0,0,0,365,0
"Nevada","Elko",2021,365,331,33,1,0,0,0,101,44,18,0,0,0,3,362
"Nevada","Lyon",2021,270,196,67,7,0,0,0,133,74,41,0,0,270,0,0
"Nevada","Nye",2021,365,336,28,1,0,0,0,105,44,23,0,0,0,0,365
"Nevada","Washoe",2021,365,198,132,16,16,3,0,291,95,49,0,5,265,91,4
"Nevada","White Pine",2021,362,279,81,2,0,0,0,133,61,44,0,0,360,2,0
"New Hampshire","Belknap",2021,365,346,18,1,0,0,0,110,44,28,0,0,188,177,0
"New Hampshire","Cheshire",2021,364,313,50,1,0,0,0,127,54,35,0,0,206,158,0
"New Hampshire","Coos",2021,358,324,32,2,0,0,0,133,50,42,0,0,358,0,0
"New Hampshire","Grafton",2021,365,343,21,1,0,0,0,106,47,34,0,0,278,87,0
"New Hampshire","Hillsborough",2021,365,335,28,2,0,0,0,144,49,36,0,0,336,29,0
"New Hampshire","Merrimack",2021,214,200,13,1,0,0,0,101,47,36,0,0,214,0,0
"New Hampshire","Rockingham",2021,365,316,45,4,0,0,0,147,52,37,0,0,280,84,1
"New Jersey","Atlantic",2021,362,324,38,0,0,0,0,95,51,35,0,0,262,100,0
"New Jersey","Bergen",2021,365,291,65,9,0,0,0,147,61,38,0,89,143,133,0
"New Jersey","Camden",2021,365,258,103,4,0,0,0,120,63,42,0,19,183,162,1
"New Jersey","Cumberland",2021,364,327,35,2,0,0,0,112,51,37,0,5,297,62,0
"New Jersey","Essex",2021,365,290,72,3,0,0,0,125,59,40,0,63,148,154,0
"New Jersey","Gloucester",2021,297,257,38,2,0,0,0,101,55,39,0,0,240,57,0
"New Jersey","Hudson",2021,365,287,75,3,0,0,0,126,61,38,0,85,141,139,0
"New Jersey","Hunterdon",2021,364,299,65,0,0,0,0,97,56,38,0,0,257,107,0
"New Jersey","Mercer",2021,365,263,95,7,0,0,0,130,67,42,0,0,202,163,0
"New Jersey","Middlesex",2021,364,289,70,5,0,0,0,129,61,39,0,16,211,137,0
"New Jersey","Monmouth",2021,255,227,24,3,1,0,0,154,54,36,0,0,255,0,0
"New Jersey","Morris",2021,363,335,28,0,0,0,0,97,48,36,0,9,341,13,0
"New Jersey","Ocean",2021,357,304,49,4,0,0,0,126,55,38,0,0,214,143,0
"New Jersey","Passaic",2021,261,243,18,0,0,0,0,80,48,37,0,0,261,0,0
"New Jersey","Union",2021,365,242,122,1,0,0,0,139,62,43,0,97,0,268,0
"New Jersey","Warren",2021,358,298,59,1,0,0,0,136,56,35,0,21,175,162,0
"New Mexico","Bernalillo",2021,365,86,258,19,2,0,0,166,92,62,0,0,178,62,125
"New Mexico","Catron",2021,46,45,1,0,0,0,0,73,19,9,0,0,0,46,0
"New Mexico","Chaves",2021,50,49,1,0,0,0,0,70,30,16,0,0,0,50,0
"New Mexico","Dona Ana",2021,365,140,194,20,8,1,2,665,94,55,0,9,212,23,121
"New Mexico","Eddy",2021,365,223,116,25,1,0,0,166,93,47,0,2,363,0,0
"New Mexico","Lea",2021,365,283,79,2,1,0,0,151,64,43,0,2,311,52,0
"New Mexico","Lincoln",2021,49,49,0,0,0,0,0,25,22,11,0,0,0,49,0
"New Mexico","Los Alamos",2021,49,49,0,0,0,0,0,26,18,10,0,0,0,49,0
"New Mexico","Luna",2021,362,339,20,2,0,0,1,466,40,19,0,0,0,0,362
"New Mexico","Rio Arriba",2021,361,274,86,1,0,0,0,143,64,44,0,0,360,1,0
"New Mexico","San Juan",2021,365,237,120,8,0,0,0,126,77,46,0,1,360,0,4
"New Mexico","Sandoval",2021,357,271,83,3,0,0,0,119,67,44,0,0,357,0,0
"New Mexico","Santa Fe",2021,364,280,82,2,0,0,0,113,61,44,0,0,339,25,0
"New Mexico","Socorro",2021,47,47,0,0,0,0,0,28,21,11,0,0,0,47,0
"New Mexico","Taos",2021,309,298,10,1,0,0,0,108,38,21,0,0,0,309,0
"New Mexico","Valencia",2021,356,295,59,2,0,0,0,136,58,43,0,0,356,0,0
"New York","Albany",2021,365,308,55,2,0,0,0,118,55,36,0,0,224,141,0
"New York","Bronx",2021,365,285,72,7,1,0,0,154,64,41,0,39,168,158,0
"New York","Chautauqua",2021,361,316,44,1,0,0,0,105,52,37,0,0,335,26,0
"New York","Dutchess",2021,341,323,17,1,0,0,0,129,46,34,0,0,341,0,0
"New York","Erie",2021,365,288,76,1,0,0,0,101,61,39,0,20,176,169,0
"New York","Essex",2021,365,317,47,1,0,0,0,101,58,40,0,0,357,8,0
"New York","Hamilton",2021,358,343,15,0,0,0,0,100,44,33,0,0,358,0,0
"New York","Jefferson",2021,349,330,19,0,0,0,0,97,46,32,0,0,349,0,0
"New York","Kings",2021,365,308,56,0,1,0,0,153,56,32,0,0,0,365,0
"New York","Monroe",2021,365,300,65,0,0,0,0,100,56,38,0,0,207,158,0
"New York","Nassau",2021,360,334,25,1,0,0,0,118,45,24,0,0,0,360,0
"New York","New York",2021,365,304,54,6,1,0,0,154,58,37,0,0,208,157,0
"New York","Niagara",2021,357,330,26,1,0,0,0,108,48,34,0,0,357,0,0
"New York","Oneida",2021,347,327,19,1,0,0,0,107,39,19,0,0,0,347,0
"New York","Onondaga",2021,365,318,46,1,0,0,0,113,54,36,0,0,258,107,0
"New York","Orange",2021,364,324,39,1,0,0,0,149,52,34,0,0,267,97,0
"New York","Oswego",2021,360,337,23,0,0,0,0,97,46,34,0,0,360,0,0
"New York","Putnam",2021,353,334,18,1,0,0,0,112,47,35,0,0,353,0,0
"New York","Queens",2021,365,285,71,8,1,0,0,153,64,40,0,44,176,145,0
"New York","Richmond",2021,364,309,49,6,0,0,0,149,56,37,0,0,200,164,0
"New York","Rockland",2021,362,334,27,0,1,0,0,154,49,33,0,0,288,74,0
"New York","Saratoga",2021,353,338,15,0,0,0,0,93,45,31,0,0,353,0,0
"New York","Steuben",2021,365,318,46,1,0,0,0,124,54,35,0,0,263,102,0
"New York","Suffolk",2021,365,317,37,10,1,0,0,154,58,39,0,1,298,66,0
